           1
  1.000000  0.000000  0.000000  0.000000
  0.000000  0.000000  1.000000  0.000000
 
           2
  0.000000 -1.000000  0.000000  0.000000
  0.000000  0.000000  0.000000  1.000000
 
           3
  0.000000  0.000000 -1.000000  0.000000
  1.000000  0.000000  0.000000 -0.000000
 
           4
  0.000000 -0.000000  0.000000  1.000000
 -0.000000  1.000000  0.000000  0.000000
 
           5
  0.000000  0.000000 -0.707107 -0.707107
  0.707107 -0.707107  0.000000  0.000000
 
           6
  0.000000  0.000000 -0.707107  0.707107
  0.707107  0.707107  0.000000  0.000000
 
           7
  0.707107  0.707107  0.000000 -0.000000
 -0.000000 -0.000000  0.707107 -0.707107
 
           8
  0.707107 -0.707107  0.000000 -0.000000
 -0.000000 -0.000000  0.707107  0.707107
 
           9
  0.000000  0.707107  0.000000  0.707107
 -0.000000  0.707107  0.000000 -0.707107
 
          10
  0.000000 -0.707107 -0.000000  0.707107
  0.000000  0.707107  0.000000  0.707107
 
          11
  0.707107  0.000000 -0.707107  0.000000
  0.707107  0.000000  0.707107 -0.000000
 
          12
  0.707107 -0.000000  0.707107 -0.000000
 -0.707107 -0.000000  0.707107  0.000000
 
          13
  0.000000  0.707107  0.707107  0.000000
 -0.707107  0.000000  0.000000 -0.707107
 
          14
  0.000000  0.707107 -0.707107  0.000000
  0.707107  0.000000  0.000000 -0.707107
 
          15
  0.707107 -0.000000  0.000000  0.707107
  0.000000  0.707107  0.707107  0.000000
 
          16
  0.707107  0.000000  0.000000 -0.707107
 -0.000000 -0.707107  0.707107 -0.000000
 
          17
  0.500000  0.500000  0.500000  0.500000
 -0.500000  0.500000  0.500000 -0.500000
 
          18
  0.500000 -0.500000 -0.500000  0.500000
  0.500000  0.500000  0.500000  0.500000
 
          19
  0.500000  0.500000 -0.500000 -0.500000
  0.500000 -0.500000  0.500000 -0.500000
 
          20
  0.500000 -0.500000  0.500000 -0.500000
 -0.500000 -0.500000  0.500000  0.500000
 
          21
  0.500000 -0.500000 -0.500000 -0.500000
  0.500000 -0.500000  0.500000  0.500000
 
          22
  0.500000  0.500000 -0.500000  0.500000
  0.500000  0.500000  0.500000 -0.500000
 
          23
  0.500000  0.500000  0.500000 -0.500000
 -0.500000 -0.500000  0.500000 -0.500000
 
          24
  0.500000 -0.500000  0.500000  0.500000
 -0.500000  0.500000  0.500000  0.500000
 
          25
  1.000000  0.000000  0.000000  0.000000
  0.000000  0.000000  1.000000  0.000000
 
          26
  0.000000 -1.000000  0.000000  0.000000
  0.000000  0.000000  0.000000  1.000000
 
          27
  0.000000  0.000000 -1.000000  0.000000
  1.000000  0.000000  0.000000 -0.000000
 
          28
  0.000000 -0.000000  0.000000  1.000000
 -0.000000  1.000000  0.000000  0.000000
 
          29
  0.000000  0.000000 -0.707107 -0.707107
  0.707107 -0.707107  0.000000  0.000000
 
          30
  0.000000  0.000000 -0.707107  0.707107
  0.707107  0.707107  0.000000  0.000000
 
          31
  0.707107  0.707107  0.000000 -0.000000
 -0.000000 -0.000000  0.707107 -0.707107
 
          32
  0.707107 -0.707107  0.000000 -0.000000
 -0.000000 -0.000000  0.707107  0.707107
 
          33
  0.000000  0.707107  0.000000  0.707107
 -0.000000  0.707107  0.000000 -0.707107
 
          34
  0.000000 -0.707107 -0.000000  0.707107
  0.000000  0.707107  0.000000  0.707107
 
          35
  0.707107  0.000000 -0.707107  0.000000
  0.707107  0.000000  0.707107 -0.000000
 
          36
  0.707107 -0.000000  0.707107 -0.000000
 -0.707107 -0.000000  0.707107  0.000000
 
          37
  0.000000  0.707107  0.707107  0.000000
 -0.707107  0.000000  0.000000 -0.707107
 
          38
  0.000000  0.707107 -0.707107  0.000000
  0.707107  0.000000  0.000000 -0.707107
 
          39
  0.707107 -0.000000  0.000000  0.707107
  0.000000  0.707107  0.707107  0.000000
 
          40
  0.707107  0.000000  0.000000 -0.707107
 -0.000000 -0.707107  0.707107 -0.000000
 
          41
  0.500000  0.500000  0.500000  0.500000
 -0.500000  0.500000  0.500000 -0.500000
 
          42
  0.500000 -0.500000 -0.500000  0.500000
  0.500000  0.500000  0.500000  0.500000
 
          43
  0.500000  0.500000 -0.500000 -0.500000
  0.500000 -0.500000  0.500000 -0.500000
 
          44
  0.500000 -0.500000  0.500000 -0.500000
 -0.500000 -0.500000  0.500000  0.500000
 
          45
  0.500000 -0.500000 -0.500000 -0.500000
  0.500000 -0.500000  0.500000  0.500000
 
          46
  0.500000  0.500000 -0.500000  0.500000
  0.500000  0.500000  0.500000 -0.500000
 
          47
  0.500000  0.500000  0.500000 -0.500000
 -0.500000 -0.500000  0.500000 -0.500000
 
          48
  0.500000 -0.500000  0.500000  0.500000
 -0.500000  0.500000  0.500000  0.500000
 
