k=( 0.00000, 0.00000, 0.00000),
number of irreducible representations:  8
level=  8    1   1
level=  9    1   1
level= 10    1   1
level= 11    1   1
level= 12    1   1
level= 13    1   1
level= 14    1   1
level= 15    1   1
level= 16    1   1
level= 17    1   1
level= 18    1   1
level= 19    1   1
level= 20    1   1
level= 21    1   1
level= 22    1   1
level= 23    1   1
level= 24    1   1
level= 25    1   1
level= 26    1   1
level= 27    1   0
 
