k=( 0.00000, 0.00000, 0.00000),
 symmetry operator indices in G_k:
   1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48 
level=  1   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i 
level=  2   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i 
level=  3   3.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i  -3.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i 
level=  4   3.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i  -3.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i 
level=  5   3.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i  -3.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i 
level=  6   2.00000+( 0.00000)i   2.00000+(-0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i 
level=  7   3.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i   3.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i 
level=  8   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i 
level=  9   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i 
level= 10   3.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i   3.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i 
level= 11   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i 
level= 12   3.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i   3.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i 
level= 13   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   2.00000+(-0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i 
level= 14   3.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i  -3.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i 
level= 15   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i 
level= 16   3.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i   3.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i 
level= 17   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i   1.00000+( 0.00000)i   1.00000+(-0.00000)i 
level= 18   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+(-0.00000)i  -0.00000+( 0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   2.00000+( 0.00000)i   0.00000+(-0.00000)i  -0.00000+( 0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+( 0.00000)i  -0.00000+(-0.00000)i   0.00000+(-0.00000)i   0.00000+( 0.00000)i   0.00000+( 0.00000)i   0.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+(-0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i  -1.00000+( 0.00000)i 
level= 19   2.00000+( 0.00000)i  -0.05753+( 0.00000)i  -0.23238+(-0.00000)i  -1.71009+( 0.00000)i  -1.38537+(-0.00000)i  -0.55709+( 0.00000)i   0.97123+( 0.47526)i   0.97123+(-0.47526)i  -0.97638+(-0.00000)i  -0.79124+( 0.00000)i   0.88381+( 0.29970)i   0.88381+(-0.29970)i  -0.25066+( 0.00000)i  -0.03925+( 0.00000)i   0.14496+( 0.04685)i   0.14496+(-0.04685)i  -0.30621+( 0.11121)i   0.20050+(-0.06435)i  -0.10793+( 0.36405)i   0.21364+(-0.41090)i  -0.30621+(-0.11121)i   0.21364+( 0.41090)i   0.20050+( 0.06435)i  -0.10793+(-0.36405)i  -2.00000+( 0.00000)i   0.05753+( 0.00000)i   0.23238+(-0.00000)i   1.71009+( 0.00000)i   1.38537+(-0.00000)i   0.55709+( 0.00000)i  -0.97123+(-0.47526)i  -0.97123+( 0.47526)i   0.97638+( 0.00000)i   0.79124+(-0.00000)i  -0.88381+(-0.29970)i  -0.88381+( 0.29970)i   0.25066+( 0.00000)i   0.03925+( 0.00000)i  -0.14496+(-0.04685)i  -0.14496+( 0.04685)i   0.30621+(-0.11121)i  -0.20050+( 0.06435)i   0.10793+(-0.36405)i  -0.21364+( 0.41090)i   0.30621+( 0.11121)i  -0.21364+(-0.41090)i  -0.20050+(-0.06435)i   0.10793+( 0.36405)i 
